originator_tax_id,reference_number,amount,due_on,status
11223344000177,RECV-2027-020253,17380.25,2027-12-27,cancelled
55667788000133,RECV-2027-020254,2407.77,2027-01-18,eligible
99887766000111,RECV-2027-020255,47571.23,2027-07-11,advanced
12345678000195,RECV-2027-020256,,2026-10-01,advanced
98765432000198,RECV-2027-020257,17157.15,2026-12-23,pending
11223344000177,RECV-2027-020258,19543.15,2026-05-02,pending
55667788000133,RECV-2027-020259,13835.41,2027-09-20,pending
99887766000111,RECV-2027-020260,14242.07,2026-05-22,cancelled
12345678000195,RECV-2027-020261,12677.37,2027-10-17,cancelled
98765432000198,RECV-2027-020262,18467.76,2026-10-02,eligible
11223344000177,RECV-2027-020263,44446.69,2027-09-23,pending
55667788000133,RECV-2027-020264,28104.60,2026-10-08,advanced
99887766000111,RECV-2027-020265,32968.07,2027-10-17,advanced
12345678000195,RECV-2027-020266,7289.66,2026-05-02,cancelled
98765432000198,RECV-2027-020267,22551.34,2027-04-26,pending
11223344000177,RECV-2027-020268,11918.86,2027-07-05,cancelled
55667788000133,RECV-2027-020269,37854.01,2027-01-10,pending
99887766000111,RECV-2027-020270,1905.19,2026-08-15,cancelled
12345678000195,RECV-2027-020271,46115.86,2027-02-02,eligible
98765432000198,RECV-2027-020272,21727.59,2027-12-31,eligible
11223344000177,RECV-2027-020273,37028.55,2027-12-13,pending
55667788000133,RECV-2027-020274,45776.84,2027-02-03,pending
99887766000111,RECV-2027-020275,4605.47,2027-04-22,cancelled
12345678000195,RECV-2027-020276,20480.47,2026-08-30,pending
98765432000198,RECV-2027-020277,5787.58,2027-02-24,pending
11223344000177,RECV-2027-020278,43172.66,2026-11-22,eligible
55667788000133,RECV-2027-020279,16007.30,2028-03-03,advanced
99887766000111,RECV-2027-020280,45423.44,2026-09-19,pending
12345678000195,RECV-2027-020281,1085.05,2027-08-31,cancelled
98765432000198,RECV-2027-020282,39891.82,2027-05-06,pending
11223344000177,RECV-2027-020283,19040.49,2028-02-08,advanced
55667788000133,RECV-2027-020284,18739.55,2027-10-22,eligible
99887766000111,RECV-2027-020285,17563.17,32/13/2025,eligible
12345678000195,RECV-2027-020286,48567.27,2027-05-20,pending
98765432000198,RECV-2027-020287,22143.57,2027-05-14,pending
11223344000177,RECV-2027-020288,33859.05,2027-12-29,eligible
55667788000133,RECV-2027-020289,33935.33,2027-01-16,advanced
99887766000111,RECV-2027-020290,24068.97,2027-03-21,eligible
12345678000195,RECV-2027-020291,14016.89,32/13/2025,pending
98765432000198,RECV-2027-020292,20743.20,2026-08-28,pending
11223344000177,RECV-2027-020293,2294.17,2027-05-14,pending
55667788000133,RECV-2027-020294,3637.41,2028-01-05,cancelled
99887766000111,RECV-2027-020295,37689.32,2027-02-19,advanced
12345678000195,RECV-2027-020296,26167.63,2026-08-20,pending
98765432000198,RECV-2027-020297,18241.29,2028-02-04,eligible
11223344000177,RECV-2027-020298,19670.13,2026-06-22,eligible
55667788000133,RECV-2027-020299,19489.23,2026-12-02,cancelled
99887766000111,RECV-2027-020300,24427.63,2027-02-27,advanced
12345678000195,RECV-2027-020301,6654.73,2027-09-29,pending
98765432000198,RECV-2027-020302,343.26,2027-10-20,eligible
11223344000177,RECV-2027-020303,31763.89,2026-12-11,eligible
55667788000133,RECV-2027-020304,37700.35,2028-02-24,pending
99887766000111,RECV-2027-020305,31207.55,2027-12-25,pending
12345678000195,RECV-2027-020306,32189.70,2027-01-06,advanced
98765432000198,RECV-2027-020307,46831.61,2027-02-27,eligible
11223344000177,RECV-2027-020308,25304.94,2027-09-21,advanced
55667788000133,RECV-2027-020309,46792.31,2028-01-13,cancelled
99887766000111,RECV-2027-020310,20095.09,2027-07-31,eligible
12345678000195,RECV-2027-020311,41309.52,2027-12-19,eligible
98765432000198,RECV-2027-020312,49603.89,2027-03-21,pending
11223344000177,RECV-2027-020313,35846.84,2026-10-22,advanced
55667788000133,RECV-2027-020314,26004.14,2027-05-15,eligible
99887766000111,RECV-2027-020315,38214.31,2027-11-25,advanced
12345678000195,RECV-2027-020316,36857.10,2027-04-10,cancelled
98765432000198,RECV-2027-020317,10679.71,32/13/2025,pending
11223344000177,RECV-2027-020318,32544.05,2027-12-16,cancelled
55667788000133,RECV-2027-020319,46396.18,32/13/2025,pending
99887766000111,RECV-2027-020320,35567.07,2028-03-13,cancelled
12345678000195,RECV-2027-020321,17499.53,2026-09-28,eligible
98765432000198,RECV-2027-020322,,2027-06-13,pending
11223344000177,RECV-2027-020323,49315.74,2027-05-24,eligible
55667788000133,RECV-2027-020324,22113.11,2027-01-15,eligible
99887766000111,RECV-2027-020325,29129.68,2027-05-07,pending
12345678000195,RECV-2027-020326,2153.82,2027-07-15,eligible
98765432000198,RECV-2027-020327,33669.84,2028-01-28,eligible
11223344000177,RECV-2027-020328,29350.98,2027-06-07,eligible
55667788000133,RECV-2027-020329,26403.36,2028-01-27,advanced
99887766000111,RECV-2027-020330,35295.84,2027-02-28,pending
12345678000195,RECV-2027-020331,26436.29,2026-05-24,pending
98765432000198,RECV-2027-020332,36518.19,2027-04-20,advanced
11223344000177,RECV-2027-020333,9170.05,2028-01-03,eligible
55667788000133,RECV-2027-020334,38972.61,2026-08-09,pending
99887766000111,RECV-2027-020335,15347.96,2028-01-23,cancelled
12345678000195,RECV-2027-020336,7077.64,2027-11-13,pending
98765432000198,RECV-2027-020337,8094.08,2026-12-04,cancelled
11223344000177,RECV-2027-020338,25036.70,2026-10-30,eligible
55667788000133,RECV-2027-020339,6711.05,2028-01-10,cancelled
99887766000111,RECV-2027-020340,39403.73,2026-05-30,cancelled
12345678000195,RECV-2027-020341,38765.59,2026-09-17,eligible
98765432000198,RECV-2027-020342,,2027-03-19,eligible
11223344000177,RECV-2027-020343,1024.32,32/13/2025,pending
55667788000133,RECV-2027-020344,17559.85,2026-09-09,cancelled
99887766000111,RECV-2027-020345,18574.59,2027-06-06,advanced
12345678000195,RECV-2027-020346,27895.46,2028-03-03,cancelled
98765432000198,RECV-2027-020347,26684.72,2027-11-12,pending
11223344000177,RECV-2027-020348,25402.71,2028-02-22,pending
55667788000133,RECV-2027-020349,17511.80,2027-05-18,pending
99887766000111,RECV-2027-020350,21818.72,2028-01-19,advanced
12345678000195,RECV-2027-020351,49102.66,2026-05-10,eligible
98765432000198,RECV-2027-020352,28344.31,2026-12-27,advanced
11223344000177,RECV-2027-020353,43457.95,2027-10-03,advanced
55667788000133,RECV-2027-020354,32661.62,2027-05-25,cancelled
99887766000111,RECV-2027-020355,46087.82,2027-09-11,eligible
12345678000195,RECV-2027-020356,8773.37,2027-03-31,eligible
98765432000198,RECV-2027-020357,37594.16,2027-01-07,eligible
11223344000177,RECV-2027-020358,31952.29,2027-07-18,eligible
55667788000133,RECV-2027-020359,46543.58,2027-09-09,cancelled
99887766000111,RECV-2027-020360,14531.21,2026-08-10,eligible
12345678000195,RECV-2027-020361,48368.42,2026-07-08,eligible
98765432000198,RECV-2027-020362,42789.70,2027-10-19,pending
11223344000177,RECV-2027-020363,46559.46,32/13/2025,cancelled
55667788000133,RECV-2027-020364,10875.49,2027-04-16,advanced
99887766000111,RECV-2027-020365,7550.08,2026-05-17,eligible
12345678000195,RECV-2027-020366,3977.99,2027-10-05,cancelled
98765432000198,RECV-2027-020367,6772.20,2026-07-23,cancelled
11223344000177,RECV-2027-020368,38659.20,2027-08-05,eligible
55667788000133,RECV-2027-020369,38773.36,2028-01-16,pending
99887766000111,RECV-2027-020370,39047.07,2027-10-26,pending
12345678000195,RECV-2027-020371,25847.81,2027-12-12,eligible
98765432000198,RECV-2027-020372,26684.98,2027-09-23,pending
11223344000177,RECV-2027-020373,882.91,2026-07-28,cancelled
55667788000133,RECV-2027-020374,22943.52,2027-05-05,pending
99887766000111,RECV-2027-020375,5562.84,2026-05-10,eligible
12345678000195,RECV-2027-020376,37973.00,2026-05-24,pending
98765432000198,RECV-2027-020377,49261.31,2027-03-15,pending
11223344000177,RECV-2027-020378,1109.23,2026-08-10,cancelled
55667788000133,RECV-2027-020379,6602.72,2027-02-02,cancelled
99887766000111,RECV-2027-020380,8904.39,2026-09-15,eligible
12345678000195,RECV-2027-020381,44623.95,2027-12-24,advanced
98765432000198,RECV-2027-020382,22234.49,2027-06-13,pending
11223344000177,RECV-2027-020383,42896.63,2026-10-10,eligible
55667788000133,RECV-2027-020384,14882.59,2027-01-30,eligible
99887766000111,RECV-2027-020385,22031.50,2027-07-13,advanced
12345678000195,RECV-2027-020386,7995.78,2026-05-23,cancelled
98765432000198,RECV-2027-020387,49953.61,2027-08-07,eligible
11223344000177,RECV-2027-020388,9279.34,2027-12-15,pending
55667788000133,RECV-2027-020389,44598.83,2027-02-01,advanced
99887766000111,RECV-2027-020390,48118.52,2026-09-25,pending
12345678000195,RECV-2027-020391,16963.47,2027-06-01,eligible
98765432000198,RECV-2027-020392,37169.71,2027-06-30,cancelled
11223344000177,RECV-2027-020393,4515.41,2026-04-28,cancelled
55667788000133,RECV-2027-020394,47902.07,2027-02-18,cancelled
99887766000111,RECV-2027-020395,44226.92,32/13/2025,cancelled
12345678000195,RECV-2027-020396,11721.99,2027-06-02,pending
98765432000198,RECV-2027-020397,22857.76,2028-03-08,advanced
11223344000177,RECV-2027-020398,,2026-10-03,cancelled
55667788000133,RECV-2027-020399,43406.04,2028-02-07,pending
99887766000111,RECV-2027-020400,9366.90,2028-03-22,eligible
12345678000195,RECV-2027-020401,11008.25,2027-08-18,cancelled
98765432000198,RECV-2027-020402,28190.71,2026-06-01,eligible
11223344000177,RECV-2027-020403,31788.29,2028-01-13,cancelled
55667788000133,RECV-2027-020404,47595.40,2027-12-28,pending
99887766000111,RECV-2027-020405,4346.55,2026-12-28,cancelled
12345678000195,RECV-2027-020406,5331.56,2026-11-09,pending
98765432000198,RECV-2027-020407,38196.05,2027-05-19,eligible
11223344000177,RECV-2027-020408,23871.46,2027-06-10,advanced
55667788000133,RECV-2027-020409,14982.43,32/13/2025,pending
99887766000111,RECV-2027-020410,25397.05,2027-06-23,cancelled
12345678000195,RECV-2027-020411,37707.98,2027-10-07,advanced
98765432000198,RECV-2027-020412,38281.54,2026-10-07,pending
11223344000177,RECV-2027-020413,31708.81,2027-12-27,cancelled
55667788000133,RECV-2027-020414,38923.50,2027-05-10,eligible
99887766000111,RECV-2027-020415,31044.04,2027-04-09,advanced
12345678000195,RECV-2027-020416,18561.06,2026-04-29,cancelled
98765432000198,RECV-2027-020417,9091.71,2027-11-28,pending
11223344000177,RECV-2027-020418,25424.94,2026-08-29,advanced
55667788000133,RECV-2027-020419,26045.27,2027-01-05,pending
99887766000111,RECV-2027-020420,37260.07,2027-05-10,eligible
12345678000195,RECV-2027-020421,11820.27,2027-02-07,cancelled
98765432000198,RECV-2027-020422,4147.19,2027-07-13,pending
11223344000177,RECV-2027-020423,38806.69,32/13/2025,advanced
55667788000133,RECV-2027-020424,21649.47,2026-10-24,pending
99887766000111,RECV-2027-020425,2479.46,2026-05-09,eligible
12345678000195,RECV-2027-020426,35860.69,2026-09-25,advanced
98765432000198,RECV-2027-020427,4132.97,2027-06-06,eligible
11223344000177,RECV-2027-020428,11009.02,2027-04-02,pending
55667788000133,RECV-2027-020429,30294.17,2026-07-29,eligible
99887766000111,RECV-2027-020430,47409.67,2027-03-29,cancelled
12345678000195,RECV-2027-020431,42037.88,2026-07-02,eligible
98765432000198,RECV-2027-020432,24484.89,2026-10-16,eligible
11223344000177,RECV-2027-020433,37701.46,2026-11-12,cancelled
55667788000133,RECV-2027-020434,14811.17,2027-07-23,pending
99887766000111,RECV-2027-020435,29418.42,2027-04-11,pending
12345678000195,RECV-2027-020436,41016.40,2027-09-19,cancelled
98765432000198,RECV-2027-020437,19007.37,2026-08-19,cancelled
