originator_tax_id,reference_number,amount,due_on,status
98765432000198,RECV-2026-010137,31759.53,2027-01-20,eligible
11223344000177,RECV-2026-010138,48177.17,2027-06-14,submitted
55667788000133,RECV-2026-010139,32374.45,2026-05-03,cancelled
99887766000111,RECV-2026-010140,7032.28,2027-09-19,cancelled
12345678000195,RECV-2026-010141,20592.09,2026-07-13,pending
98765432000198,RECV-2026-010142,37771.06,2026-12-07,advanced
11223344000177,RECV-2026-010143,832.59,2026-05-10,advanced
55667788000133,RECV-2026-010144,7875.78,2026-05-30,advanced
99887766000111,RECV-2026-010145,38328.12,2027-05-13,cancelled
12345678000195,RECV-2026-010146,17340.78,2027-04-12,cancelled
98765432000198,RECV-2026-010147,23889.45,2026-05-13,submitted
11223344000177,RECV-2026-010148,24813.83,2027-05-06,advanced
55667788000133,RECV-2026-010149,4817.49,2027-02-28,eligible
99887766000111,RECV-2026-010150,6068.19,2027-02-14,eligible
12345678000195,RECV-2026-010151,6625.62,2027-11-06,cancelled
98765432000198,RECV-2026-010152,13597.31,2027-01-27,cancelled
11223344000177,RECV-2026-010153,22555.57,2026-06-25,cancelled
55667788000133,RECV-2026-010154,49319.35,2026-11-16,processing
99887766000111,RECV-2026-010155,2368.69,2026-07-09,advanced
12345678000195,RECV-2026-010156,18810.84,2027-11-13,pending
98765432000198,RECV-2026-010157,6324.04,2028-01-08,cancelled
11223344000177,RECV-2026-010158,2173.96,2027-01-01,cancelled
55667788000133,RECV-2026-010159,44040.26,2028-01-09,advanced
99887766000111,RECV-2026-010160,25240.67,2027-01-01,cancelled
12345678000195,RECV-2026-010161,5611.45,2027-01-19,advanced
98765432000198,RECV-2026-010162,13006.28,2028-01-25,eligible
11223344000177,RECV-2026-010163,5138.04,2027-05-24,eligible
55667788000133,RECV-2026-010164,35435.62,2028-02-26,submitted
99887766000111,RECV-2026-010165,34431.83,2027-09-19,submitted
12345678000195,RECV-2026-010166,40854.84,2028-03-08,advanced
98765432000198,RECV-2026-010167,34132.62,2027-01-18,eligible
11223344000177,RECV-2026-010168,7355.65,2027-12-11,eligible
55667788000133,RECV-2026-010169,12766.68,2027-09-21,pending
99887766000111,RECV-2026-010170,34723.85,2026-10-15,pending
12345678000195,RECV-2026-010171,7652.51,2028-02-10,advanced
98765432000198,RECV-2026-010172,14349.40,2027-12-25,advanced
11223344000177,RECV-2026-010173,37949.17,2027-06-04,advanced
55667788000133,RECV-2026-010174,11943.16,2027-02-17,cancelled
99887766000111,RECV-2026-010175,26076.36,2026-06-30,advanced
12345678000195,RECV-2026-010176,10009.23,2026-12-03,advanced
98765432000198,RECV-2026-010177,190.05,2027-12-20,advanced
11223344000177,RECV-2026-010178,10651.32,2028-01-04,cancelled
55667788000133,RECV-2026-010179,39225.76,2026-08-06,error
99887766000111,RECV-2026-010180,12139.96,2027-03-09,pending
12345678000195,RECV-2026-010181,21417.39,2027-06-27,cancelled
98765432000198,RECV-2026-010182,46345.69,2027-07-20,eligible
11223344000177,RECV-2026-010183,30656.26,2028-02-08,cancelled
55667788000133,RECV-2026-010184,3655.66,2028-01-24,eligible
99887766000111,RECV-2026-010185,4646.72,2028-01-15,eligible
12345678000195,RECV-2026-010186,20808.07,2026-07-18,processing
98765432000198,RECV-2026-010187,23720.64,2026-06-03,eligible
11223344000177,RECV-2026-010188,28483.87,2026-09-23,eligible
55667788000133,RECV-2026-010189,42064.11,2027-10-26,cancelled
99887766000111,RECV-2026-010190,48662.53,2027-11-17,pending
12345678000195,RECV-2026-010191,37288.87,2027-06-26,advanced
98765432000198,RECV-2026-010192,37149.94,2027-02-19,advanced
11223344000177,RECV-2026-010193,38714.51,2026-07-24,eligible
55667788000133,RECV-2026-010194,22728.29,2027-01-27,advanced
99887766000111,RECV-2026-010195,28754.94,2026-08-11,pending
12345678000195,RECV-2026-010196,47415.96,2027-01-30,pending
98765432000198,RECV-2026-010197,4205.73,2026-06-27,cancelled
11223344000177,RECV-2026-010198,1083.70,2027-12-13,eligible
55667788000133,RECV-2026-010199,16749.55,2027-09-16,eligible
99887766000111,RECV-2026-010200,23895.74,2027-10-30,pending
12345678000195,RECV-2026-010201,8931.37,2028-02-22,eligible
98765432000198,RECV-2026-010202,31314.89,2026-12-16,cancelled
11223344000177,RECV-2026-010203,19686.59,2026-08-04,eligible
55667788000133,RECV-2026-010204,27484.43,2026-08-14,advanced
99887766000111,RECV-2026-010205,43990.82,2026-10-19,pending
12345678000195,RECV-2026-010206,10290.70,2027-07-21,advanced
98765432000198,RECV-2026-010207,40337.35,2027-10-31,cancelled
11223344000177,RECV-2026-010208,4004.57,2027-10-03,advanced
55667788000133,RECV-2026-010209,17583.11,2027-04-11,eligible
99887766000111,RECV-2026-010210,9535.65,2028-01-29,eligible
12345678000195,RECV-2026-010211,42971.66,2026-05-16,cancelled
98765432000198,RECV-2026-010212,18174.13,2026-12-31,eligible
11223344000177,RECV-2026-010213,25882.72,2027-03-27,cancelled
55667788000133,RECV-2026-010214,694.70,2026-11-16,pending
99887766000111,RECV-2026-010215,42819.21,2028-02-14,advanced
12345678000195,RECV-2026-010216,8910.35,2027-04-23,advanced
98765432000198,RECV-2026-010217,16413.02,2026-09-05,cancelled
11223344000177,RECV-2026-010218,27249.56,2026-07-17,advanced
55667788000133,RECV-2026-010219,33588.07,2027-06-26,pending
99887766000111,RECV-2026-010220,40932.13,2027-07-06,cancelled
12345678000195,RECV-2026-010221,12224.22,2026-12-02,pending
98765432000198,RECV-2026-010222,28980.49,2027-09-05,pending
11223344000177,RECV-2026-010223,12449.94,2027-01-01,pending
55667788000133,RECV-2026-010224,6128.44,2026-05-17,eligible
99887766000111,RECV-2026-010225,36033.67,2027-08-13,cancelled
12345678000195,RECV-2026-010226,21283.41,2026-10-01,cancelled
98765432000198,RECV-2026-010227,5556.18,2028-03-05,eligible
11223344000177,RECV-2026-010228,18243.20,2027-03-11,cancelled
55667788000133,RECV-2026-010229,3473.83,2027-07-11,cancelled
99887766000111,RECV-2026-010230,37799.48,2027-10-30,cancelled
12345678000195,RECV-2026-010231,19861.39,2027-10-12,pending
98765432000198,RECV-2026-010232,22411.42,2026-12-18,cancelled
11223344000177,RECV-2026-010233,16558.51,2026-05-02,cancelled
55667788000133,RECV-2026-010234,23765.69,2027-01-13,pending
99887766000111,RECV-2026-010235,35772.00,2028-03-27,cancelled
12345678000195,RECV-2026-010236,17591.44,2026-07-21,eligible
98765432000198,RECV-2026-010237,12117.78,2027-01-16,advanced
11223344000177,RECV-2026-010238,2322.49,2027-07-02,cancelled
55667788000133,RECV-2026-010239,1989.20,2026-11-26,cancelled
99887766000111,RECV-2026-010240,18189.31,2026-07-03,advanced
12345678000195,RECV-2026-010241,8002.05,2026-10-28,advanced
98765432000198,RECV-2026-010242,25577.45,2027-09-21,cancelled
11223344000177,RECV-2026-010243,12245.44,2027-05-20,eligible
55667788000133,RECV-2026-010244,9049.92,2026-06-18,eligible
99887766000111,RECV-2026-010245,38481.44,2027-08-24,pending
12345678000195,RECV-2026-010246,27561.63,2026-05-25,pending
98765432000198,RECV-2026-010247,999.82,2027-06-13,eligible
11223344000177,RECV-2026-010248,36908.75,2027-05-20,advanced
55667788000133,RECV-2026-010249,5156.47,2026-10-10,eligible
99887766000111,RECV-2026-010250,37818.62,2026-08-23,cancelled
12345678000195,RECV-2026-010251,5962.03,2026-04-30,advanced
98765432000198,RECV-2026-010252,11532.89,2028-03-17,cancelled
11223344000177,RECV-2026-010253,20856.87,2028-01-10,advanced
55667788000133,RECV-2026-010254,37327.07,2027-09-23,cancelled
99887766000111,RECV-2026-010255,21698.45,2026-10-14,advanced
12345678000195,RECV-2026-010256,39938.24,2027-05-13,pending
98765432000198,RECV-2026-010257,21172.03,2026-09-16,advanced
11223344000177,RECV-2026-010258,45576.29,2028-03-17,cancelled
55667788000133,RECV-2026-010259,23106.30,2026-05-09,cancelled
99887766000111,RECV-2026-010260,18872.14,2027-06-28,eligible
12345678000195,RECV-2026-010261,46538.54,2027-07-22,advanced
98765432000198,RECV-2026-010262,32476.79,2027-05-10,advanced
11223344000177,RECV-2026-010263,18320.35,2027-10-23,eligible
55667788000133,RECV-2026-010264,12500.26,2027-07-04,pending
99887766000111,RECV-2026-010265,21254.05,2027-12-21,error
12345678000195,RECV-2026-010266,7522.64,2027-01-07,eligible
98765432000198,RECV-2026-010267,26518.81,2026-07-10,processing
11223344000177,RECV-2026-010268,5887.27,2027-04-19,cancelled
55667788000133,RECV-2026-010269,14748.60,2027-10-05,pending
99887766000111,RECV-2026-010270,46645.13,2027-03-27,cancelled
12345678000195,RECV-2026-010271,17961.07,2028-01-12,error
98765432000198,RECV-2026-010272,47083.71,2027-03-08,advanced
11223344000177,RECV-2026-010273,32614.68,2026-06-09,eligible
55667788000133,RECV-2026-010274,5952.47,2026-07-21,cancelled
99887766000111,RECV-2026-010275,24115.16,2026-08-10,cancelled
12345678000195,RECV-2026-010276,29115.25,2027-02-02,cancelled
98765432000198,RECV-2026-010277,22096.92,2026-07-26,cancelled
11223344000177,RECV-2026-010278,10149.23,2027-02-06,cancelled
55667788000133,RECV-2026-010279,34261.82,2027-04-24,advanced
99887766000111,RECV-2026-010280,10734.16,2027-02-09,pending
12345678000195,RECV-2026-010281,6398.92,2026-09-29,cancelled
98765432000198,RECV-2026-010282,47637.37,2028-01-23,cancelled
11223344000177,RECV-2026-010283,38558.42,2027-11-28,pending
55667788000133,RECV-2026-010284,32288.46,2026-09-26,pending
99887766000111,RECV-2026-010285,35990.34,2027-04-21,pending
12345678000195,RECV-2026-010286,44457.40,2027-11-25,cancelled
98765432000198,RECV-2026-010287,20969.70,2026-10-24,eligible
11223344000177,RECV-2026-010288,39175.57,2027-05-05,cancelled
55667788000133,RECV-2026-010289,49224.85,2027-08-19,cancelled
99887766000111,RECV-2026-010290,30915.04,2026-10-26,cancelled
12345678000195,RECV-2026-010291,124.82,2028-03-13,cancelled
98765432000198,RECV-2026-010292,11384.91,2026-10-25,cancelled
11223344000177,RECV-2026-010293,32394.20,2026-10-18,eligible
55667788000133,RECV-2026-010294,41115.39,2027-05-09,eligible
99887766000111,RECV-2026-010295,25673.97,2026-11-16,pending
12345678000195,RECV-2026-010296,7424.94,2026-05-14,advanced
98765432000198,RECV-2026-010297,20863.11,2028-03-06,cancelled
11223344000177,RECV-2026-010298,42693.47,2027-09-14,cancelled
55667788000133,RECV-2026-010299,28899.08,2027-08-07,cancelled
99887766000111,RECV-2026-010300,21083.15,2026-12-20,pending
12345678000195,RECV-2026-010301,34236.28,2026-12-08,cancelled
98765432000198,RECV-2026-010302,26303.39,2026-08-11,pending
11223344000177,RECV-2026-010303,38738.73,2028-01-15,advanced
55667788000133,RECV-2026-010304,41995.16,2027-09-01,eligible
99887766000111,RECV-2026-010305,38970.07,2026-10-09,cancelled
12345678000195,RECV-2026-010306,27514.52,2027-02-28,eligible
98765432000198,RECV-2026-010307,21215.39,2027-03-06,advanced
11223344000177,RECV-2026-010308,6085.15,2027-11-01,cancelled
55667788000133,RECV-2026-010309,11517.67,2028-02-08,eligible
99887766000111,RECV-2026-010310,31712.25,2028-01-30,error
12345678000195,RECV-2026-010311,25600.27,2027-11-26,cancelled
98765432000198,RECV-2026-010312,12560.08,2026-04-29,pending
11223344000177,RECV-2026-010313,47007.29,2026-09-01,cancelled
55667788000133,RECV-2026-010314,35741.57,2026-11-28,eligible
99887766000111,RECV-2026-010315,823.24,2028-03-06,eligible
12345678000195,RECV-2026-010316,7507.66,2026-06-10,cancelled
98765432000198,RECV-2026-010317,8925.77,2027-01-16,eligible
11223344000177,RECV-2026-010318,21253.04,2027-10-19,pending
55667788000133,RECV-2026-010319,35855.09,2026-09-16,eligible
99887766000111,RECV-2026-010320,5115.76,2027-09-17,pending
12345678000195,RECV-2026-010321,11443.44,2026-08-10,cancelled
98765432000198,RECV-2026-010322,46745.11,2027-10-09,advanced
11223344000177,RECV-2026-010323,10907.61,2027-01-22,eligible
55667788000133,RECV-2026-010324,39868.04,2027-10-07,cancelled
99887766000111,RECV-2026-010325,8671.20,2027-03-03,cancelled
12345678000195,RECV-2026-010326,24798.18,2028-02-03,cancelled
98765432000198,RECV-2026-010327,1960.18,2026-11-24,advanced
11223344000177,RECV-2026-010328,42648.70,2028-03-11,eligible
55667788000133,RECV-2026-010329,18689.49,2027-07-02,cancelled
99887766000111,RECV-2026-010330,41579.58,2027-05-25,cancelled
12345678000195,RECV-2026-010331,6277.80,2026-11-09,cancelled
98765432000198,RECV-2026-010332,17221.90,2026-07-17,submitted
11223344000177,RECV-2026-010333,1089.39,2027-05-13,eligible
55667788000133,RECV-2026-010334,41365.87,2026-11-28,processing
99887766000111,RECV-2026-010335,33198.87,2027-11-26,advanced
12345678000195,RECV-2026-010336,20554.30,2027-09-07,eligible
98765432000198,RECV-2026-010337,38506.00,2027-12-14,cancelled
11223344000177,RECV-2026-010338,35221.53,2026-10-18,cancelled
55667788000133,RECV-2026-010339,44002.46,2027-04-18,advanced
99887766000111,RECV-2026-010340,45305.86,2028-01-11,cancelled
12345678000195,RECV-2026-010341,27717.68,2027-08-26,pending
98765432000198,RECV-2026-010342,5353.32,2026-10-22,eligible
11223344000177,RECV-2026-010343,34305.37,2027-02-25,eligible
55667788000133,RECV-2026-010344,20519.22,2027-03-30,advanced
99887766000111,RECV-2026-010345,36004.91,2028-01-11,advanced
12345678000195,RECV-2026-010346,5020.14,2028-01-23,pending
98765432000198,RECV-2026-010347,45568.49,2027-09-19,pending
11223344000177,RECV-2026-010348,26605.96,2027-11-02,pending
55667788000133,RECV-2026-010349,20977.64,2026-06-27,pending
99887766000111,RECV-2026-010350,8352.76,2026-07-21,pending
12345678000195,RECV-2026-010351,19827.57,2026-11-04,cancelled
98765432000198,RECV-2026-010352,44052.76,2028-03-03,processing
11223344000177,RECV-2026-010353,37783.53,2026-12-17,error
55667788000133,RECV-2026-010354,236.95,2027-07-30,pending
99887766000111,RECV-2026-010355,39345.04,2028-03-05,eligible
12345678000195,RECV-2026-010356,14112.99,2026-06-22,cancelled
98765432000198,RECV-2026-010357,48123.32,2027-03-17,cancelled
11223344000177,RECV-2026-010358,28244.07,2027-06-18,error
55667788000133,RECV-2026-010359,15057.61,2027-11-24,pending
99887766000111,RECV-2026-010360,36048.08,2026-04-28,eligible
12345678000195,RECV-2026-010361,42116.43,2027-05-13,eligible
98765432000198,RECV-2026-010362,14774.79,2026-12-20,pending
11223344000177,RECV-2026-010363,18151.45,2027-01-13,eligible
55667788000133,RECV-2026-010364,17021.75,2026-08-24,cancelled
99887766000111,RECV-2026-010365,39923.20,2027-07-27,pending
12345678000195,RECV-2026-010366,19908.52,2027-03-26,advanced
98765432000198,RECV-2026-010367,45623.26,2027-12-01,advanced
11223344000177,RECV-2026-010368,39153.88,2026-05-18,cancelled
55667788000133,RECV-2026-010369,41998.23,2027-03-03,advanced
99887766000111,RECV-2026-010370,47727.37,2027-12-05,pending
12345678000195,RECV-2026-010371,46620.11,2027-04-11,advanced
98765432000198,RECV-2026-010372,5411.13,2028-02-12,cancelled
11223344000177,RECV-2026-010373,21454.50,2027-10-09,cancelled
55667788000133,RECV-2026-010374,8391.72,2027-09-30,cancelled
99887766000111,RECV-2026-010375,13858.92,2026-08-02,pending
12345678000195,RECV-2026-010376,19660.91,2027-04-11,cancelled
98765432000198,RECV-2026-010377,28859.45,2026-05-15,eligible
11223344000177,RECV-2026-010378,5230.60,2027-06-22,eligible
55667788000133,RECV-2026-010379,2891.71,2026-08-31,pending
99887766000111,RECV-2026-010380,28434.20,2027-04-03,cancelled
12345678000195,RECV-2026-010381,48775.20,2026-08-28,pending
98765432000198,RECV-2026-010382,45120.65,2027-03-05,eligible
11223344000177,RECV-2026-010383,17111.28,2027-01-15,cancelled
55667788000133,RECV-2026-010384,37277.21,2027-10-23,eligible
99887766000111,RECV-2026-010385,7486.71,2027-07-17,advanced
12345678000195,RECV-2026-010386,13852.68,2026-11-03,cancelled
98765432000198,RECV-2026-010387,2202.86,2026-12-04,pending
11223344000177,RECV-2026-010388,3570.84,2027-06-11,pending
55667788000133,RECV-2026-010389,35592.89,2026-12-30,eligible
99887766000111,RECV-2026-010390,40839.02,2027-02-01,advanced
12345678000195,RECV-2026-010391,47033.14,2027-03-02,advanced
98765432000198,RECV-2026-010392,28944.17,2027-08-15,eligible
11223344000177,RECV-2026-010393,13111.24,2027-10-09,advanced
55667788000133,RECV-2026-010394,16116.07,2027-02-22,error
99887766000111,RECV-2026-010395,35375.69,2027-06-11,pending
12345678000195,RECV-2026-010396,23427.13,2026-09-12,pending
98765432000198,RECV-2026-010397,10911.89,2028-02-04,cancelled
11223344000177,RECV-2026-010398,4116.66,2026-10-18,cancelled
55667788000133,RECV-2026-010399,49728.58,2027-09-11,cancelled
99887766000111,RECV-2026-010400,19279.71,2027-12-04,unknown
12345678000195,RECV-2026-010401,23327.12,2026-11-01,pending
98765432000198,RECV-2026-010402,14021.13,2026-08-13,pending
11223344000177,RECV-2026-010403,12740.16,2027-11-25,eligible
55667788000133,RECV-2026-010404,44302.32,2027-06-26,eligible
99887766000111,RECV-2026-010405,48694.01,2026-05-07,pending
12345678000195,RECV-2026-010406,42486.30,2027-12-20,pending
98765432000198,RECV-2026-010407,35084.88,2028-02-21,cancelled
11223344000177,RECV-2026-010408,5246.34,2026-11-02,pending
55667788000133,RECV-2026-010409,47895.26,2026-11-20,eligible
99887766000111,RECV-2026-010410,7707.91,2028-01-22,advanced
12345678000195,RECV-2026-010411,18634.17,2027-06-08,cancelled
98765432000198,RECV-2026-010412,16659.04,2027-02-20,pending
11223344000177,RECV-2026-010413,14739.98,2026-12-30,advanced
55667788000133,RECV-2026-010414,46794.86,2026-11-30,pending
99887766000111,RECV-2026-010415,25814.91,2027-10-02,advanced
12345678000195,RECV-2026-010416,23107.44,2026-06-26,cancelled
98765432000198,RECV-2026-010417,36804.85,2027-08-18,eligible
11223344000177,RECV-2026-010418,28501.21,2027-04-29,advanced
55667788000133,RECV-2026-010419,15380.76,2026-04-29,cancelled
99887766000111,RECV-2026-010420,8503.44,2027-01-23,advanced
12345678000195,RECV-2026-010421,20246.95,2027-04-19,eligible
98765432000198,RECV-2026-010422,38785.50,2027-11-16,eligible
11223344000177,RECV-2026-010423,1472.91,2028-01-19,cancelled
55667788000133,RECV-2026-010424,11512.15,2027-04-13,eligible
99887766000111,RECV-2026-010425,26643.84,2026-05-27,advanced
12345678000195,RECV-2026-010426,20716.62,2027-10-10,advanced
98765432000198,RECV-2026-010427,3106.67,2026-12-03,cancelled
11223344000177,RECV-2026-010428,402.88,2026-05-26,pending
55667788000133,RECV-2026-010429,40580.45,2027-03-27,eligible
99887766000111,RECV-2026-010430,20646.87,2027-10-16,eligible
12345678000195,RECV-2026-010431,8149.29,2027-01-02,pending
98765432000198,RECV-2026-010432,22304.19,2028-03-05,eligible
11223344000177,RECV-2026-010433,47407.61,2026-09-05,cancelled
55667788000133,RECV-2026-010434,7068.94,2027-12-20,pending
99887766000111,RECV-2026-010435,18155.24,2027-08-01,eligible
12345678000195,RECV-2026-010436,20539.66,2027-05-21,advanced
